Name ,Sex,Age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
KZN - Umkhanyakude District Municipality (DC27),Male,75-79,1270,1488,1613,1617,1490,1331,1196,1121,1123,1205,1308,1401,1467,1493,1581
KZN - Umkhanyakude District Municipality (DC27),Male,80+,833,863,895,931,970,1072,1175,1279,1385,1493,1558,1626,1700,1780,1872
KZN - Umkhanyakude District Municipality (DC27),Female,0-4,42393,42084,42100,42416,42933,43724,44695,45810,47061,48375,49789,51027,51791,52299,53417
KZN - Umkhanyakude District Municipality (DC27),Female,5-9,43969,43424,42843,42220,41592,41096,40795,40720,40910,41385,42021,42964,44267,45802,46850
KZN - Umkhanyakude District Municipality (DC27),Female,10-14,42944,43208,43400,43486,43358,42840,42211,41521,40818,40194,39631,39333,39262,39519,39265
KZN - Umkhanyakude District Municipality (DC27),Female,15-19,36316,37425,38612,39986,40718,40857,40937,41005,41067,41030,40294,39506,38866,38440,37936
KZN - Umkhanyakude District Municipality (DC27),Female,20-24,26431,27627,28827,29873,31347,32812,34030,35026,35932,36247,36688,37002,37102,37010,37230
KZN - Umkhanyakude District Municipality (DC27),Female,25-29,20455,20726,21118,21678,22434,23537,24734,25902,26880,28150,29509,30678,31697,32650,33945
KZN - Umkhanyakude District Municipality (DC27),Female,30-34,18283,18103,17877,17721,17728,17976,18345,18857,19516,20302,21297,22444,23672,24791,26007
KZN - Umkhanyakude District Municipality (DC27),Female,35-39,15092,15405,15671,15798,15812,15849,15803,15727,15692,15755,16013,16400,16955,17657,18080
KZN - Umkhanyakude District Municipality (DC27),Female,40-44,12858,12862,12823,12835,12953,13214,13549,13876,14096,14174,14208,14177,14160,14210,14233
KZN - Umkhanyakude District Municipality (DC27),Female,45-49,9784,10180,10605,10960,11215,11398,11483,11539,11635,11794,12034,12354,12707,12988,13277
KZN - Umkhanyakude District Municipality (DC27),Female,50-54,8080,8076,8042,8080,8257,8591,9027,9494,9892,10171,10363,10472,10568,10713,10885
KZN - Umkhanyakude District Municipality (DC27),Female,55-59,6213,6410,6681,6917,7066,7176,7213,7230,7313,7507,7815,8222,8671,9075,9476
KZN - Umkhanyakude District Municipality (DC27),Female,60-64,6478,6208,5899,5673,5594,5628,5797,6040,6261,6406,6496,6529,6559,6664,6748
KZN - Umkhanyakude District Municipality (DC27),Female,65-69,5496,5686,5881,5988,5977,5833,5569,5282,5075,4990,5025,5190,5407,5599,5712
KZN - Umkhanyakude District Municipality (DC27),Female,70-74,4673,4579,4527,4566,4691,4882,5113,5270,5294,5189,4955,4658,4419,4304,4130
KZN - Umkhanyakude District Municipality (DC27),Female,75-79,2738,3144,3448,3617,3636,3469,3359,3367,3519,3812,4135,4405,4543,4507,4738
KZN - Umkhanyakude District Municipality (DC27),Female,80+,2158,2228,2303,2383,2468,2689,2913,3142,3377,3619,3781,3952,4133,4329,4550
KZN - Uthungulu District Municipality (DC28),Male,0-4,55681,56202,57751,60146,63006,65338,66821,67560,67795,67846,68025,68444,68762,69140,69412
KZN - Uthungulu District Municipality (DC28),Male,5-9,58474,57758,56588,55276,54259,53982,54649,56250,58459,60668,62292,63599,64745,65778,67350
KZN - Uthungulu District Municipality (DC28),Male,10-14,55622,56460,57173,57484,57171,56311,55237,53900,52749,52306,52634,53810,55479,57285,58245
KZN - Uthungulu District Municipality (DC28),Male,15-19,44754,46598,48822,51592,52732,52554,52659,53194,53891,54381,53073,51490,50242,49834,49065
KZN - Uthungulu District Municipality (DC28),Male,20-24,32232,33115,33795,34191,36026,38274,40348,42167,43901,44295,45298,46199,46762,46777,47376
KZN - Uthungulu District Municipality (DC28),Male,25-29,26397,26567,26672,26836,27087,27775,28510,29243,29864,31611,33648,35535,37344,39173,41358
KZN - Uthungulu District Municipality (DC28),Male,30-34,21630,22013,22375,22643,22812,23163,23499,23853,24276,24783,25545,26370,27207,27932,28727
KZN - Uthungulu District Municipality (DC28),Male,35-39,18209,18205,18183,18189,18294,18621,19094,19656,20202,20673,21169,21637,22147,22732,23275
KZN - Uthungulu District Municipality (DC28),Male,40-44,15741,15631,15479,15309,15181,15268,15410,15593,15820,16119,16616,17205,17843,18451,19028
KZN - Uthungulu District Municipality (DC28),Male,45-49,13595,13588,13518,13398,13268,13232,13217,13237,13289,13366,13527,13726,13984,14312,14526
KZN - Uthungulu District Municipality (DC28),Male,50-54,11120,11232,11282,11285,11274,11348,11424,11492,11540,11568,11614,11657,11718,11806,11860
KZN - Uthungulu District Municipality (DC28),Male,55-59,8412,8605,8801,8967,9089,9221,9345,9467,9587,9699,9817,9918,10006,10080,10182
KZN - Uthungulu District Municipality (DC28),Male,60-64,6481,6519,6527,6557,6633,6755,6911,7087,7260,7418,7584,7740,7891,8034,8198
KZN - Uthungulu District Municipality (DC28),Male,65-69,4106,4305,4503,4652,4743,4822,4854,4876,4922,5001,5129,5281,5441,5597,5742
KZN - Uthungulu District Municipality (DC28),Male,70-74,2705,2639,2600,2620,2693,2846,3010,3149,3240,3285,3326,3343,3366,3415,3451
KZN - Uthungulu District Municipality (DC28),Male,75-79,1562,1699,1779,1784,1709,1641,1592,1586,1635,1737,1882,2013,2106,2147,2268
KZN - Uthungulu District Municipality (DC28),Male,80+,983,1009,1037,1068,1100,1144,1190,1238,1289,1343,1379,1417,1460,1507,1555
KZN - Uthungulu District Municipality (DC28),Female,0-4,54949,55635,57232,59582,62340,64544,65935,66589,66750,66727,66860,67187,67373,67629,67806
KZN - Uthungulu District Municipality (DC28),Female,5-9,56971,56446,55627,54697,54009,53939,54695,56256,58323,60362,61977,63266,64316,65229,66707
KZN - Uthungulu District Municipality (DC28),Female,10-14,54669,55409,56101,56539,56433,55669,54656,53546,52678,52444,52900,54072,55723,57561,58596
KZN - Uthungulu District Municipality (DC28),Female,15-19,48531,49533,50619,52002,52675,52805,53149,53591,53947,54016,53184,52067,51085,50639,50003
KZN - Uthungulu District Municipality (DC28),Female,20-24,39426,40368,41348,42159,43585,44733,45654,46491,47479,47921,48508,49138,49638,49884,50379
KZN - Uthungulu District Municipality (DC28),Female,25-29,33330,33502,33574,33746,34171,35106,36156,37133,37842,39029,40414,41550,42515,43481,44706
KZN - Uthungulu District Municipality (DC28),Female,30-34,27169,27548,27949,28258,28464,28817,29152,29558,30117,30824,31742,32794,33917,34888,35930
KZN - Uthungulu District Municipality (DC28),Female,35-39,23598,23435,23162,22888,22772,23030,23485,24038,24542,24942,25441,25912,26450,27082,27621
KZN - Uthungulu District Municipality (DC28),Female,40-44,20865,20804,20641,20436,20238,20168,20078,19994,19972,20063,20371,20823,21394,21952,22372
KZN - Uthungulu District Municipality (DC28),Female,45-49,16314,16774,17254,17599,17773,17946,18033,18072,18080,18059,18101,18107,18129,18201,18225
KZN - Uthungulu District Municipality (DC28),Female,50-54,14435,14232,13917,13695,13700,14011,14513,15090,15587,15917,16154,16306,16428,16532,16728
KZN - Uthungulu District Municipality (DC28),Female,55-59,11073,11523,12035,12415,12569,12614,12487,12303,12232,12363,12653,13113,13659,14159,14580
KZN - Uthungulu District Municipality (DC28),Female,60-64,10194,9976,9689,9510,9530,9746,10157,10648,11047,11261,11298,11171,10992,10921,10897
KZN - Uthungulu District Municipality (DC28),Female,65-69,7735,8118,8505,8765,8857,8810,8611,8393,8298,8371,8578,8951,9360,9667,9968
KZN - Uthungulu District Municipality (DC28),Female,70-74,6088,5959,5894,5966,6168,6516,6933,7270,7441,7454,7260,6993,6812,6806,6687
KZN - Uthungulu District Municipality (DC28),Female,75-79,3827,4260,4551,4656,4560,4318,4158,4168,4387,4818,5279,5669,5890,5892,6254
KZN - Uthungulu District Municipality (DC28),Female,80+,3443,3514,3588,3665,3743,3963,4192,4430,4680,4943,5024,5115,5218,5335,5478
KZN - iLembe District Municipality (DC29),Male,0-4,33725,33124,32641,32298,32066,31992,32221,32736,33491,34356,35390,36447,37284,37989,38959
KZN - iLembe District Municipality (DC29),Male,5-9,35593,35435,35165,34789,34301,33790,33257,32736,32341,32210,32238,32515,33134,33997,34340
KZN - iLembe District Municipality (DC29),Male,10-14,34525,34988,35459,35840,36028,35980,35816,35505,35066,34507,33849,33247,32748,32476,31982
KZN - iLembe District Municipality (DC29),Male,15-19,28700,30253,31823,33565,34227,34637,35036,35441,35784,36006,35787,35506,35186,34835,34649
KZN - iLembe District Municipality (DC29),Male,20-24,21070,22163,23344,24400,26373,28174,29796,31317,32905,33471,33979,34441,34859,35166,35636
KZN - iLembe District Municipality (DC29),Male,25-29,17707,18023,18369,18885,19654,20693,21879,23071,24081,25937,27776,29452,31029,32638,34686
KZN - iLembe District Municipality (DC29),Male,30-34,14463,14929,15461,15990,16498,17036,17535,18066,18731,19582,20626,21828,23087,24211,25486
KZN - iLembe District Municipality (DC29),Male,35-39,12165,12277,12391,12569,12885,13370,13982,14668,15337,15951,16555,17141,17789,18577,19303
KZN - iLembe District Municipality (DC29),Male,40-44,10052,10169,10309,10456,10625,10868,11114,11380,11702,12114,12635,13274,14001,14743,15440
KZN - iLembe District Municipality (DC29),Male,45-49,8586,8575,8596,8639,8722,8884,9090,9333,9583,9826,10088,10351,10646,11014,11325
KZN - iLembe District Municipality (DC29),Male,50-54,8054,7924,7753,7607,7534,7544,7599,7690,7805,7938,8115,8334,8590,8862,9090
KZN - iLembe District Municipality (DC29),Male,55-59,6453,6634,6831,6978,7044,7043,6969,6866,6787,6761,6781,6842,6945,7084,7145
KZN - iLembe District Municipality (DC29),Male,60-64,5151,5175,5181,5220,5320,5465,5649,5837,5974,6036,6053,6013,5951,5913,5901
KZN - iLembe District Municipality (DC29),Male,65-69,3327,3514,3710,3873,3994,4085,4123,4147,4196,4283,4426,4604,4779,4911,5068
KZN - iLembe District Municipality (DC29),Male,70-74,2131,2115,2128,2192,2305,2480,2667,2828,2940,3008,3066,3095,3138,3218,3277
KZN - iLembe District Municipality (DC29),Male,75-79,1220,1336,1413,1439,1412,1389,1381,1415,1504,1648,1862,2056,2201,2284,2484
KZN - iLembe District Municipality (DC29),Male,80+,695,760,827,899,974,1106,1240,1374,1510,1648,1849,2052,2261,2478,2736
KZN - iLembe District Municipality (DC29),Female,0-4,33085,32514,32040,31685,31427,31342,31566,32069,32809,33658,34686,35724,36524,37196,38142
KZN - iLembe District Municipality (DC29),Female,5-9,35021,34811,34560,34222,33765,33280,32752,32226,31815,31662,31693,31964,32546,33369,33691
KZN - iLembe District Municipality (DC29),Female,10-14,34428,34849,35220,35509,35620,35532,35317,35011,34582,34032,33427,32842,32313,31988,31493
KZN - iLembe District Municipality (DC29),Female,15-19,30572,31564,32590,33739,34350,34768,35137,35438,35671,35787,35565,35264,34941,34572,34357
KZN - iLembe District Municipality (DC29),Female,20-24,25060,25995,26979,27881,29210,30432,31503,32472,33461,33953,34435,34866,35175,35372,35767
KZN - iLembe District Municipality (DC29),Female,25-29,21150,21561,22059,22710,23548,24512,25560,26609,27529,28836,30026,31089,32100,33151,34407
KZN - iLembe District Municipality (DC29),Female,30-34,17782,18049,18371,18726,19150,19706,20313,20990,21761,22641,23657,24757,25875,26863,28019
KZN - iLembe District Municipality (DC29),Female,35-39,15800,15811,15763,15738,15841,16093,16449,16890,17369,17862,18441,19087,19854,20725,21470
KZN - iLembe District Municipality (DC29),Female,40-44,13286,13482,13684,13863,14015,14190,14305,14383,14474,14633,14899,15266,15748,16291,16682
KZN - iLembe District Municipality (DC29),Female,45-49,11069,11193,11369,11555,11753,12000,12276,12568,12830,13030,13208,13338,13464,13620,13784
KZN - iLembe District Municipality (DC29),Female,50-54,10677,10477,10225,10033,9980,10057,10230,10463,10710,10946,11198,11476,11779,12065,12355
KZN - iLembe District Municipality (DC29),Female,55-59,9028,9287,9562,9767,9860,9839,9698,9506,9366,9338,9413,9583,9823,10091,10244
KZN - iLembe District Municipality (DC29),Female,60-64,7504,7603,7696,7823,8010,8246,8535,8825,9034,9121,9099,8973,8811,8709,8646
KZN - iLembe District Municipality (DC29),Female,65-69,5727,5924,6143,6348,6528,6678,6794,6906,7049,7236,7456,7726,7992,8189,8438
KZN - iLembe District Municipality (DC29),Female,70-74,4429,4436,4474,4567,4715,4898,5100,5292,5460,5604,5713,5795,5904,6069,6198
KZN - iLembe District Municipality (DC29),Female,75-79,2756,2999,3194,3323,3376,3390,3422,3489,3602,3765,4019,4250,4427,4540,4755
KZN - iLembe District Municipality (DC29),Female,80+,2051,2166,2286,2411,2541,2745,2953,3165,3385,3612,3843,4081,4328,4587,4875
KZN - Sisonke District Municipality (DC43),Male,0-4,27697,27796,28324,29206,30285,31515,32508,33277,33897,34464,35242,36080,36779,37431,38181
KZN - Sisonke District Municipality (DC43),Male,5-9,30309,29707,28944,28142,27453,27104,27201,27746,28625,29605,30456,31319,32256,33239,34248
KZN - Sisonke District Municipality (DC43),Male,10-14,30569,30847,30964,30877,30521,29854,29077,28203,27430,26971,26804,27046,27595,28337,28526
KZN - Sisonke District Municipality (DC43),Male,15-19,23076,24931,26803,28708,29464,29579,29615,29653,29645,29509,28713,27778,26918,26356,25744
KZN - Sisonke District Municipality (DC43),Male,20-24,13987,15207,16465,17639,19517,21343,23073,24661,26147,26657,27112,27387,27466,27304,27543
KZN - Sisonke District Municipality (DC43),Male,25-29,9887,10197,10598,11172,11960,12955,14068,15223,16303,17984,19750,21419,22968,24411,26466
KZN - Sisonke District Municipality (DC43),Male,30-34,7996,8074,8207,8383,8612,8939,9324,9811,10448,11255,12215,13311,14492,15628,16939
KZN - Sisonke District Municipality (DC43),Male,35-39,7236,7117,6975,6848,6788,6875,7039,7260,7515,7808,8187,8615,9129,9771,10298
KZN - Sisonke District Municipality (DC43),Male,40-44,6460,6391,6312,6223,6132,6079,6029,5999,6005,6060,6164,6327,6554,6836,7015
KZN - Sisonke District Municipality (DC43),Male,45-49,5435,5420,5398,5354,5303,5312,5324,5334,5330,5310,5310,5303,5303,5326,5325
KZN - Sisonke District Municipality (DC43),Male,50-54,4820,4728,4608,4495,4415,4415,4443,4485,4522,4542,4562,4585,4611,4632,4654
KZN - Sisonke District Municipality (DC43),Male,55-59,3887,3925,3962,3974,3949,3911,3848,3782,3738,3724,3726,3747,3780,3814,3829
KZN - Sisonke District Municipality (DC43),Male,60-64,3098,3080,3050,3024,3014,3039,3080,3121,3141,3133,3109,3065,3016,2982,2951
KZN - Sisonke District Municipality (DC43),Male,65-69,2291,2307,2318,2319,2310,2306,2287,2263,2248,2244,2258,2282,2303,2307,2319
KZN - Sisonke District Municipality (DC43),Male,70-74,1497,1515,1532,1547,1559,1582,1606,1623,1626,1616,1603,1572,1541,1520,1500
KZN - Sisonke District Municipality (DC43),Male,75-79,741,760,780,803,827,838,852,876,910,950,1013,1067,1099,1099,1141
KZN - Sisonke District Municipality (DC43),Male,80+,462,470,479,490,501,521,541,562,584,608,645,683,722,765,807
KZN - Sisonke District Municipality (DC43),Female,0-4,28386,28221,28437,28970,29677,30576,31415,32179,32902,33620,34560,35450,36084,36594,37381
KZN - Sisonke District Municipality (DC43),Female,5-9,31331,30746,30025,29229,28489,27997,27830,28005,28467,29087,29715,30474,31400,32438,33296
KZN - Sisonke District Municipality (DC43),Female,10-14,31358,31702,31908,31938,31684,31049,30266,29415,28624,28051,27664,27586,27751,28141,28048
KZN - Sisonke District Municipality (DC43),Female,15-19,26044,27272,28481,29736,30424,30623,30758,30832,30823,30660,29927,29044,28211,27581,26975
KZN - Sisonke District Municipality (DC43),Female,20-24,17945,19146,20444,21659,23155,24486,25639,26633,27563,28022,28472,28783,28869,28727,28967
KZN - Sisonke District Municipality (DC43),Female,25-29,13972,14072,14284,14714,15422,16401,17568,18803,19932,21277,22599,23769,24816,25790,27156
KZN - Sisonke District Municipality (DC43),Female,30-34,12439,12297,12161,12058,12038,12171,12374,12697,13208,13939,14908,16074,17342,18526,19823
KZN - Sisonke District Municipality (DC43),Female,35-39,11234,11132,10978,10787,10608,10517,10453,10430,10451,10526,10702,10939,11307,11851,12154
KZN - Sisonke District Municipality (DC43),Female,40-44,9803,9733,9659,9565,9459,9448,9427,9379,9299,9203,9169,9152,9176,9236,9223
KZN - Sisonke District Municipality (DC43),Female,45-49,8842,8785,8680,8554,8444,8418,8414,8426,8430,8407,8404,8400,8395,8373,8362
KZN - Sisonke District Municipality (DC43),Female,50-54,7555,7606,7651,7672,7671,7692,7692,7674,7653,7636,7615,7610,7626,7647,7645
KZN - Sisonke District Municipality (DC43),Female,55-59,6621,6607,6586,6577,6594,6648,6724,6810,6885,6940,6968,6973,6964,6953,6967
KZN - Sisonke District Municipality (DC43),Female,60-64,5511,5578,5652,5712,5746,5773,5785,5795,5819,5866,5909,5975,6058,6137,6202
KZN - Sisonke District Municipality (DC43),Female,65-69,4729,4700,4665,4648,4659,4706,4777,4854,4918,4966,4984,4980,4974,4984,4997
KZN - Sisonke District Municipality (DC43),Female,70-74,3565,3672,3759,3812,3829,3821,3797,3784,3800,3843,3909,3976,4028,4060,4115
KZN - Sisonke District Municipality (DC43),Female,75-79,2220,2245,2303,2398,2526,2657,2777,2866,2913,2913,2904,2904,2920,2956,2964
KZN - Sisonke District Municipality (DC43),Female,80+,1815,1897,1982,2069,2159,2261,2366,2477,2594,2718,2833,2953,3079,3214,3355
KZN - eThekwini Metropolitan Municipality,Male,0-4,161903,164562,168623,173936,180057,184542,187084,188092,188192,188020,186608,185729,184523,183472,182543
KZN - eThekwini Metropolitan Municipality,Male,5-9,156426,156618,156501,156338,156404,157865,160813,165148,170400,175655,179521,182217,184143,185511,188697
KZN - eThekwini Metropolitan Municipality,Male,10-14,152697,153340,154167,154772,154624,154250,153640,153010,152941,153868,156009,159371,163864,168836,172215
KZN - eThekwini Metropolitan Municipality,Male,15-19,141235,145387,149476,153763,152788,153313,154114,154628,154508,153896,153937,153708,153115,152729,152376
KZN - eThekwini Metropolitan Municipality,Male,20-24,143525,141450,139773,138274,142810,145583,148696,152833,158409,159395,158927,158915,159625,160704,161169
KZN - eThekwini Metropolitan Municipality,Male,25-29,143161,143655,143420,142799,142147,141475,140634,139416,137753,142147,146489,150905,155666,161064,166180
